sentence,label
somewhere out there is a giant mass of silver fish all swimming in this direction they do not know why and we do not know why they did not get an invitation and it was not a vote it was not a decision and nobody sent them a map or anything like that,1
it is just some little instinctual time release firecracker that went off inside them and all this one they turn around and form a line as long as the california coast and just started swimming,1
they are swimming right now as if it is the only thing that matters it s it is single mindedness with no mind urgency that is pure urge it s they do not know what drives them they they do not give any name or ask any question they just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death god it is giving me goose bumps all over my hairs on my arm popping up,1
well so what do you think,1
god damn it augie why do you always ask things like that it is so insulting,0
augie do you remember the first time we came to see it it was about four years ago right after we got married and we thought i was pregnant,2
we had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing you said the most intimate things right in my ears so i could feel them as much as hear them,2
and i remember thinking finally finally i am as happy as i am supposed to be,1
dancing barefoot in the sand drinking champagne from the bottle,2
i rather not remember some things i rather not hope for some things,2
no,2
no,2
this what what is this this is not even anything,2
sure this is standing this is waiting this is fighting,2
but this is not anything like i thought it would be,2
i mean it is just this i mean it includes a lot and everything and you know it is the sand and it is the full moon and i just i am sorry but i could not help wishing i was somewhere else,2
i did not say that,2
for heaven s sake augie wherever i am i always wanted to be with you,2
whatever i am doing i wanted to be with you i mean you are probably the one who wishes you were with somebody else somebody who did not take everything so hard and who knows how to enjoy herself,2
good so maybe we are on the wrong spot but we are with the right person,1
yes i did notice that it does look really beautiful on the water the gold white moon,1
no i am beginning to think that maybe this is the spot after all,1
well so what do you think,1
it certainly is not it is slightly exaggerated scientific fact,3
i am not the only one look at all these people,3
carla can i ask you a question now do not be upset are you having a period,3
well we will see them this year,3
wait a minute i got it,3
okay all right i got it you wanted it to be like the other time okay no problem listen you want to dance,1
you want me to go get some champagne,1
take off our shoes,1
what welcome to the human race,0
no i know me either,2
maybe if you are with somebody else too,2
no i know but i know i do not make you happy,2
actually now that you mention it no i don t,1
i do not know seems like a pretty good spot to me i mean look at the view of the moon you got from here,1
well look what we have got here,1
shh if we are very quiet the fish might come,1
or not,1
oh it sent shivers up my spine,1
behave exquisitely,1
yes i shall probably do a court curtsey,1
the whole business is really rather ridiculous,3
meaning exactly that,3
who is they,3
well what if what happens when our love,3
well what if one of us dies does the other laugh then,3
charles that was his name he did wriggle so beautifully,1
and then the manager came in and found us rolling around on the floor biting and scratching like panthers,1
oh ridiculous utterly ridiculous,1
you knew there was nothing,3
good god,1
i wonder,1
hello hello what wrong number,1
with the most perfect poise,1
what does it all mean that is what i asked myself in my ceaseless quest for ultimate truth dear god what does it all mean,1
all the futile mortals who try to make life unbearable laugh at them be flippant laugh at everything all their sacred shibboleths flippancy brings out the acid in their damned sweetness and light,1
certainly you must we are figures of fun alright laughter,1
who knows,1
no that fire will fade along with our passion,1
it all depends on how well we played,1
yes yes with all his might,1
no no it isn t death is very laughable come such a cunning little mystery all done with mirrors,1
no so is everyone else in the long run let us be superficial and pity the poor philosophers let us blow trumpets and squeakers and,1
enjoy the party as long as we can like very little quite idiotic schoolchildren garbage let us savor the delight of the moment,1
darling come here and kiss me before your body rots and worms pop in and out of your eye sockets,1
do you remember that awful scene we had in venice,1
the one where you bought that little painted wooden snake and put it on my bed,1
horrible thing i hate it,1
how long did that row last,1
the worst one was in cannes when your curling irons burnt a hole in my new dressing gown,1
oh that was quite a rouser was not it,1
oh i did not hit you very hard,3
laughter i shall never forget his face,1
oh we were very much younger then,1
oh as a matter of fact the real cause of that row was peter burden,1
you knew there was nothing in that,3
only a trivial little broach,3
you worked the whole thing up in your jealous imagination,3
maybe just a little but,3
and what of it,3
well i he got a lot of pleasure out of it and it did not hurt me,3
i do not see why you want any you have already had three glasses,3
well it seems silly to go on and on in such a thing,3
it is becoming a habit with you,3
just making myself fascinating for you,3
um it does not seem to have worked such wonders with you,0
adder do not snap they sting,0
they sting,0
i do not care if they bark and roll around like hoops okay,0
yes i did quite a bit,3
mind your own business,0
oh dear you really are becoming quite insufferable i would imagine it is because you are drunk,0
not very funny dear you better have some more brandy,0
why,0
there are not any people upstairs it is a photographer s studio,0
they are away in tunis,0
turn it on again,0
fine if you insist on being completely insolent,0
well do try to control yourself darling,0
you really do need to develop uh a clearer head,0
i i hate you,0
i hate you,0
no no i am tired of listening to you you are boorish and idiotic and completely overbearing,0
yeah very amusing let me go i am getting out of here i cannot believe i intended to marry you,0
oh marry you again i must have been insane what was i thinking i mean you are completely outrageous,0
beast brute cad whore,0
you must admit that he was in love with you was not he,0
you let him kiss you you said you did,0
well that is a nice point of view i must say,0
so am i bored stiff would you like some brandy,3
i will have a little i think,3
you need not be so grand simply because you do not happen to want any at the moment,0
really amanda,0
oh that reply has broken my heart,0
it is a pity you did not take a little more brandy it might have made you a little less disagreeable,0
they snap,0
did you see much of peter burden after the divorce,0
i suppose you let him kiss you a good deal more then,0
you must have a riotous time no restraint at all very enjoyable i mean you never had much anyway,0
turn it off it is driving me mad,0
turn it off,0
turn it off,0
amanda listen listen,0
very music amusing indeed,0
you are a vile tempered loose living wicked little beast and i never want to set eyes on you again,0
shut up shut up i would not marry you again if you came crawling to me on bended knee you are a mean evil minded little vampire and i hope to god i never set eyes on you again,0
can i help you,3
oh this this form that you have is the wrong form you need to go over to the other line on the other side of the d m v,3
right but this is the wrong form somebody gave you the wrong form,3
yeah so i cannot i cannot do anything,3
no but this is for um replacements and you need a new whole new license as a california,3
no i understand and there are a lot of people here but what i am telling you is that it is different for different states and since your getting a new license in the state of california you have to fill out a different form than you did,3
i know,3
yeah i know it is gonna take a minute but you so you might as well get started now,3
i am gonna i am gonna bring security over and have them escort you out,0
well that is unfortunate sir you are gonna have to go stand in the other line now,0
i am not getting a well you wait in this line and not get an attitude,0
would not you oh come on you just tell me you would make an exception for me,0
what would be the worst that would happen if they found you somewhere else,3
well they are so young,2
it is just so much,2
garbage you have to write me everyday,2
okay,2
garbage,2
sweetheart i have got to tell you something i just got a call i am going to iraq,2
i know it is really crappy timing but i do not have a choice,2
i do not have a choice i have to go if i do not go they will come and take me,2
i know,2
i do not want to the kids you have got to take care of them you have got you have got to,2
tell them about me and show them pictures of me and everything like that because they are not going to see me for such a long time and it is such an important time and i just do not want to miss it,2
i do not have i know what are we gonna what are we just run away what can i do where can we go,2
i know but i ll i ll send the pictures all the time and i will write them emails and you can read them the emails that i send them,2
i am gonna be in bagdad just doing security,2
i just want to be honest with you i do not want you to,2
but it is gonna be fine i am gonna be fine you know i am good at this i can do this that is why i trained all this time i am good at this okay,2
i know i know i know but you know what that does not mean it is gonna be me does it,2
no it doesn t and you cannot think like that,2
i do not want you to i know i know you cannot worry about me you have got to worry about the kids and you have got to take care of the kids for me okay take care of the kids for me all right,2
i will miss you baby,2
all i will write you everyday all the time and i will send you pictures and you send me pictures i know we have got email out there we have got email and i can see stuff and you can send me stuff all the time okay,2
yeah yeah yeah,2
you you record every second you record every second because i want to see it all okay,1
what,3
when,1
oh what how where how did you do it,1
okay good i i assumed,1
oh,1
uh huh,3
oh my god that is so dramatic,1
so cute,1
no it is totally original though,1
oh,1
oh then you had a whole weekend of camping,1
oh right sure laughter,1
so where are you going to have your wedding,1
yeah of course,1
okay okay,1
where is she right now,1
yeah i ll hang out with the both of you,1
yes,1
oh i am so excited for you,1
oh,1
oh my gosh you told your parents already and everything,1
are they so excited,1
are you guys gonna have kids,1
are you going to start right away,3
yeah have you ever like lived with someone else before,3
oooh,3
that is incredible yeah congratulations,1
guess what,1
i did it i asked her to marry me,1
yes i did it,1
oh my god it was just last weekend,1
she well she said yes first of all let me say that right off the bat well i would like to assume too but you never know these things right,1
i did it up at yosemite we went camping right like we usually do you know we go camping up there all the time but um the waterfalls had died down a little bit you know and so uh we i had her climb up,1
you know we did some you know some rock climbing up the waterfalls and went up to this little pool that was up there and then i it is great um you have to climb this little rock,1
and you can climb it and it is covered in algae you know so i wanted her to climb it to go take a picture like back in this little waterfall area and she got back there and she took her picture and then i had her come back and i was going to do the same thing,1
well instead i climb up on the rock and like i i did not do it well i did it on purpose i made it look like i accidentally did it i slipped down into this pool of water right and she freaks out because i slide all the way down this rock and um,1
and i pop up out of the water and i had planned it already you know i pop up out of the water and i breathing and i like grab her hand you know and that in my hand i have got the ring,1
and she is like she feels it you know and she does not know what it is and she you know helps me get out and i will not let go of her hand and she is like what are you doing i and said you saved my life now will you marry me,1
was not that great i did not want it to be too hokey but but she liked it she liked it,1
yeah and she said yes and she cried of course,1
yes we did that in the beginning exactly so we had so we just had you know good times the rest of the weekend yeah,1
it was a lot of fun it was a lot of fun she is great and i am so happy,1
we are going to do it back in the midwest where her family all is they are all out there you know so um and so just gonna have a small small wedding but um you know of course you are going to come right,1
um and she wants you to be in it too she loves you so much she thinks you are the sweetest of course you are you are you are my best friend so,1
oh she is back at work yeah,3
of course we will go out to dinner later this week,1
it will be perfect,1
she is the one,1
of course i told them right away we called them all right them,1
oh yeah my mom s freaking out oh yeah she is so happy this is you know it is her dream come true she always wanted her little boy she wants kids you know,1
she wants grandkids so we will be working on that right away,1
of course we are gonna have kids like three at least,1
she wants like eight she wants like eight kids and i am like no no no no no i am like what let us do maybe three and we will go with that,1
well we are going to take a little bit of time you know we need to get acclimated and you know start our lives make money you know be comfortable,1
oh yeah yeah yeah yeah i mean actually we lived together awhile back when we yeah back in college for a little while yeah,1
but that so we are really used to each other we took the time apart and now we are going to get back together we are going to move in soon,1
it is great i am a lucky man,1
thank you,1
really it is been that long,3
wow,3
what have you been trying,3
right,3
well i mean right now i am just doing a little bit of everything and i don t i do not think that i am in like a profession like career oriented place,3
no i am just working in restaurants and stuff but i am also trying to audition and what not so it is,3
really,3
l a is really hard i mean have you tried like just going into a bar a couple of times to make friends with people who work there and,3
i was just going to say that is your issue maybe you are going in too much no i mean just,3
are you going into the bars every night,3
well i do not really know i do not i do not know you in like a job situation so,3
wow i do not i mean do you do you have an attitude problem when you are on the job,3
maybe garbage,3
right maybe you have like you know a little bit of an abrasive vibe or something,3
i do not know i am i am just trying,3
are you getting defensive,3
yeah that might be something you want to look at i mean,3
okay,3
i understand,3
yeah it is stressful i recognize that,3
ah,3
not not selling pot right,3
okay so,3
fair enough,3
sorry so let us see what else what is available what um hmm,3
well not off the top of head it will just take you know take a minute but do you have any like special skills,3
well maybe we can find you something with juggling,3
have you checked out craig s list and stuff,3
what if you do kids parties oh come on,3
okay all right,3
okay well fine we won t i will not argue with you about that,3
that is rough i am really sorry ryan,3
well um is that kinda like the side of you that you let people see when you go into these job interviews,3
okay well that is good yeah i mean you are you re when you are happy you are a pretty personable guy and i do not i do not,3
i cannot see where the issue would be so,3
you plan on being there forever i mean like what do you,3
yeah,3
right,3
an abrasive vibe,0
let me know that is that is fine you think i have an abrasive vibe whatever you are entitled to your opinion of course maybe that is why i do not have a job,0
yeah well thanks for your help,0
i will need it,2
hmm hmm,3
how long ago was that,3
uh hmm,3
um okay well you can fly file a claim where were you coming from,3
so within the country though umm,3
yeah well the chances of it being lost forever you know are slight because you were in the,3
well i mean you know that happens pretty often that sometimes baggage gets lost,3
yeah,3
okay,3
did you have insurance on your flight,3
no you have to buy it now it is like thirty dollar extra,3
well it is something that worth,3
yeah i do not know,3
chances are it is probably just you know taking time being um unloaded from the airplane,3
um well there is not much i can do i can you can file this report and we will call you when it comes in,3
wow,3
wow well that is really important obviously but um,3
uh actually i do not know that that is legal um it is the issue,3
yeah i mean your bag might have been confiscated because it is,3
it is a biohazard so um,3
yeah let me just call security,3
laughter okay hold on,3
hi um my luggage did not come out of the conveyor thingy,3
so um what do i do,3
uh like an hour and a half ago i talked to somebody who was standing out there and they said wait sometimes like random butt pieces come out late,3
and so i waited there but nothing came,3
i was coming from um the midwest like iowa,3
yeah i know i was in the country i mean it is not that complicated,3
well i would hope so,3
people lose,3
you know this is actually i mean it is it is a really important piece of luggage,3
i mean it is not big or anything like that i mean it is not worth a lot of money or anything,3
thank you,3
oh i am so sorry,2
oh my gosh,2
what did he do,2
yeah i am so sorry,2
you guys have been,2
i am sorry i,2
wow ryan i know that you are hurting right now but i do not think you always feel like that,2
yeah i understand i think it is really healthy to grieve,2
if there is anything i can do to be there for you,2
i just got some bad news,2
my friend shotty passed away,2
the end he is been sick for awhile he had cancer,2
yeah it is just i never thought it would actually happen you know i mean he is such a fighter and he is always so positive about everything,2
you know he was gonna and we all the way up to the end we were just talking about how you know all the stuff we were gonna do and you know when he finally kicked this stupid cancer you know and we were gonna,2
he wanted to travel you know and he is so talented probably the most talented person i have ever met in my entire life,2
he was a designer you know but he did everything you know he painted and he and he did costume design he did set design he did lighting he was,2
he just did everything he was literally literally the most talented guy i have ever met in my entire life,2
and he is gone now and i i just cannot believe it,2
i mean one second you think you know you are just having a conversation and then,2
you know sometimes you think you want to make that phone call or you think you want to tell somebody something or something like that do you know what i mean like that is he was the person that i did that with you know like that is the person who i needed to call to tell things to all the time,2
and now i do not have that person anymore you know and it is it is just you,2
you think that things get easier you know as you as you get older and you,2
and it just gets worse it just gets worse everything is bad all the time people die your friends die family dies your best friends die it s,2
you always think you know when you were you know when you were a little kid and you think something is gonna happen like it will all be better when i am older you know,2
no you are right i don t you are right,2
even yeah he does not he would never feel that way he would never want me to feel that way of course not but that is just where i am right now and i do not know what else to do with it,2
i just miss him,2
thanks,2
what,1
oh for real,1
oh i m so glad,1
what are you gonna study,1
really are you doing the m f a program,1
i heard it is so tough to get into,1
that is awesome,1
yeah that is awesome,1
no,3
uh huh yes seriously for years,1
i know i know i m i am definitely i realize laughter,1
um i am gonna be studying at u s c too,1
yeah totally well where are you going to live,1
oh yeah,3
good tradeoff,3
i don t i do not think it is that bad,3
yeah,3
yeah i think it is really also if you if you consider yourself like us and them kind of thing if you think you are part of your community then you going to like it more,3
right exactly,1
oh i am so glad,1
so when do you know like where you are gonna live and,1
oh wow,3
um,3
yeah i mean i know i know like the the housing surrounding the campus pretty well,3
um how many people do you want to live with,3
all dudes,3
um i think i have some friends,3
yeah,3
there is actually a friend of mine is um moving out of her place and her place is amazing and it is really cheap,1
yeah,3
okay,3
you have got a lot oh awesome,1
oh cool,1
yeah,1
totally,3
good for you,1
the way to do it,3
wow are you so excited,1
you are gonna be so busy too you are going to have to work so hard,1
all right wow so exciting,1
yeah we will have so much fun,1
guess what,1
i got it i got accepted to u s c,1
yes i just found out today i just got the letter,1
i know i know i am so excited,1
oh theater yeah yeah,1
yes,1
oh,1
it is exactly what i wanted,1
i worked really hard i will say i worked really hard you know i i am not bragging or anything like that but,1
finally i am so excited we are gonna well i will be here we are still gonna be able to see each other,1
what are you wait what are you doing,1
perfect oh my god are you staying are you going to live on campus,1
we are gonna have a great time,1
garbage i am going to live on campus i mean well around campus anyway yeah housing around campus,1
i just want to be really close to things you know i know it is not exactly the best neighborhood in the entire world but uh,1
i don t you know i feel the same way you know what i mean and everybody says a lot of other crap you know they do not know what they are talking about anyway,1
they do not live here they do not know right,1
yeah,1
exactly you make it what you make it you know right and i am gonna make it so freaking awesome,1
yeah,1
well i do not know i have got to go look for a place,1
yeah yeah i i don t i do not know do you have any suggestions,1
you know the area better than i do,1
not a lot i mean i would not want to live with more than three other people so like four of us total right,1
i do not care i do not care,1
yeah,1
that would be perfect,1
really,1
really,1
cheap is exactly what i need because i have no money at all,1
but uh,1
loans scholarships i have got a lot of scholarships yeah yeah i m i am half native american so i get all those scholarships too yeah,1
so it comes indian like and you know i am kind of smart so,1
and yeah well i mean basically i just applied for any and every possible scholarship and grant that could come by so i can go,1
yeah yeah yeah and it is gonna work out i am gonna be able to pay for it i am gonna go i mean i will have a little debt in the end but i do not care,1
it is just you know a dream come true how could you not be excited about a dream come true,1
oh i know i know,1
but i am so looking forward to being so busy you know what i mean it is the kind of busy you have got to love right,1
because you are doing something you love that is the kind of busy you want i want to be able to do that for the rest of my life be that kind of busy,1
i had to tell you right away i knew you would be excited,1
we will have fun,1
great okay,1
uh yeah we have pinned it a couple of times,3
pretty much yeah i do not know if it s like bad phone lines or something,3
hmm mmm,3
yeah,3
it goes it goes like through doorways but it goes a long distance,3
well i i can check that is there anything else we can do too like i will go through and check the line throughout the house but,3
uh huh,3
all right,3
yeah i see that,3
okay,3
okay,3
uh it it is like a bunch of different letter and numbers and stuff,3
uh huh okay,3
uh yeah looks no no it is set to zeros,3
oh my god i cannot even tell you how much of a relief that is i literally call and talk to five different people like last week it went off and i spent an hour and a half on the phone with different people and i have been doing that like every every other week for months now,1
yeah accountability it is awesome,1
wow you know i was thinking about changing internet providers but but that that really is enough to change my mind,1
no i am just gonna go have a fantastic day now,1
okay thanks,1
d s l extreme can i help you,3
this happens every two weeks,3
you have lost your connection,3
okay,3
hmm mmm,3
has somebody tried to pin your site,3
okay um well i do not know and it consistently happens every two weeks,3
well you know what does your d s l cable you have d s l right,3
okay does your d s l cable you know travel a long distance by any chance does it go through any windows i mean is it,3
okay is it being is it being compressed between anything by any chance because sometimes your connection can be you know disrupted by you know the cable being squished,3
yeah that can be that can create a bad connection and it will not always be a bad connection but it will be bad off and on,3
yeah well absolutely what we can let us just go ahead and just do a basic diagnostic of your system first off okay can you go down to your start button,3
okay and uh go ahead and click on run,3
okay we are gonna get your a little black box is going to come up do you see that,3
okay uh you have got your c calling go ahead and type in directory list,3
and hit enter,3
okay can you tell me what that says,3
okay okay and um letters and numbers and stuff uh can you can you just type in ip address search and hit enter,3
okay does it list your ip address there,3
it is set to zeros okay maybe that is our problem that could very well be our problem there somehow you have lost your ip address i am not sure why that would happen every week it could be a cycling issue something like that but let us go ahead and type your ip address in again,3
well if it does happen again let me give you my direct number and you can call me actually i will give you my cell number um it is,3
of course we seriously yeah i mean obviously you have worked you know i do not want to hassle you anymore,3
i completely understand,3
absolutely and i just do not want that to happen to you anymore,3
absolutely it is a new service we are offering,3
uh huh uh huh we want you to be happy you are our customer you are the most important thing okay,3
great well that makes me very happy that makes us all happy here at d s l extreme is there anything else i can help you with,1
all right you have a wonderful day call us anytime,3
all right bye bye,1
what is he going to say maybe we should tell him before he sees it,2
when i was the first one up he was still in bed how could he have seen it,2
did you talk to him,2
he cried hard,2
the trouble is the god damn newspapers i mean every every week a kid turns up missing like longer than larry,0
well what do you want me to do you are old enough to make to know your own mind,0
i ignore what i got to ignore i mean the girl is larry s girl,0
from your father s point of view he is not dead and she is still his girl now you can go on from there if you know where to go chris but i do not know so what can i do for you,0
well you are a considerate fella there is nothing wrong in that,3
have you asked annie yet,3
well what if she feels like your father and how do you know she will marry you,3
well the trouble is you never saw enough women,3
are you crazy,0
all right but do not think like that because what the hell did we work for chris i mean this whole thing it is all for you,0
just do not think that way do you hear me,0
no i figured it was best to leave him alone,2
why should he dream about him walking around looking for him at night do we contradict him do we say straight out that we do not have any hope anymore that we have not had any hope for years now,0
for gods sake three years nobody comes back after three years that is insane,0
you know,3
i am going to ask her to marry me,3
oh so it is not just my business,0
you infuriate me sometimes do you know that god,0
is not it your business too if dad if i tell dad and he throws a fit about it i mean you have such a talent for ignoring things,0
she is not larry s girl,0
to hell with that,0
so what i am not fast with women,0
i have given it three years of thought i hoped that if i would waited dad would have forgotten about it by now and we could have like a normal wedding and everybody happy,0
but if that cannot happen i will just have to get out,0
i will get out i will go get married and live someplace else i do not know maybe new york,0
i have been a good son for too long a good sucker i am through with it,0
yes on this i would,0
well you help me stay here,0
what is he going to say maybe we ought to tell him before he sees it,2
have you asked annie yet,3
well how do you know she will marry you maybe she feels like your father does,3
the trouble is you do not see enough women you never did,3
well that is a good reason but it do not mean a thing i mean you have not seen her since you went to war it is been five years,3
now what is going to happen to your father do you know i don t,2
are you crazy,0
must you be inspired,0
you do not want to think like that,0
he was out here when it broke,2
about four this morning i heard it crack and i looked out the window and he was standing right there when it cracked,2
i do not know but after he saw it he ran back into the house and started crying in the kitchen,2
no i figured it was best to leave him alone,2
yes yes he is i do not know the meaning in it but i know one thing mom we made a terrible mistake with dad,2
is not it your business too if i tell dad and he throws a fit about it you have such a talent for ignoring things,0
she is not larry s girl,0
what to hell with that,0
i have given it three years of thought i had hoped if i waited dad would have forgotten him by now and we could have a a regular wedding and everybody happy,0
but if that cannot happen then i will just get out,0
i will get out i will go get married someplace else i i will live someplace else maybe new york,0
the business the business does not inspire me,0
yeah i would like one hour a day if i have to grub for money all day long i would like to go home to something beautiful i would like a family i would like some kids,0
well i am thinking like that,0
no you don t i am a pretty tough guy,0
nobody comes seven hundred miles just to see,3
he is got that about it,3
what is going on here joe,0
you above all have got to believe,0
i cannot help it,0
why does that bother you,3
well maybe maybe he just wanted to see her again,3
why do you think he is even thinking that,3
what is that suppose to mean me above all look at you you are shaking,0
what have i got to hide kate what the hell is the matter with you,0
you are the only one i know who loves his parents,3
it is all right it is a good thing it is lovely here the air is sweet,1
well your mother first of all pretty much told me to leave,3
i figured they would your mother at least,3
well from her perspective i mean why else would i come here,3
oh chris i have been ready for a long time,1
i almost got married two years ago,2
everyday since,1
well i mean until then you never wrote and when you did what did you say i mean you sure can be ambiguous,1
not like that you are not,1
like larry s brother do it like you chris what is the matter,2
even in your letters there was something ashamed,2
you have to tell me,2
it would not work like this,2
yeah sure,3
how many,2
do you still feel like that,2
because you cannot feel like that anymore chris because everything you have you have a right to me included,2
laughter what will i do with a fortune,1
so you are not sorry i came,1
well,3
you feel it is wrong here do not you this yard this chair i want you to be ready for me annie i i do not want to win you away from anything,1
you felt something that far back,1
oh god i kissed annie i kissed annie i cannot how long have i waited to do that,1
oh annie we are gonna live now i am going to make you so happy,1
lets go for a ride i i i want to be alone with you,2
no nothing like that,2
yeah i suppose i have been but it is going for me,2
i do not i do not know where to start,3
it is so mixed up with so many other things,2
i lost them,2
just about all,2
it it takes time to toss something like that off i mean because they were not just men,2
i know it is it is just a little thing but that is just the kind of guys i had they did not die they killed themselves for each other,2
i mean that exactly anymore selfish just a little bit more selfish and they would have been here today and it gave me an idea as i was watching them all go down,2
it was and then i went home and it was incredible it did not have any meaning there,2
i felt what you said ashamed somehow because nobody had changed at all,2
and i guess that included you,2
i want you now annie,2
oh annie,1
annie i am going to make you a fortune,1
fine,2
what flashlight,3
i am just not,2
what time is it they are supposed to run around midnight oh this is great is not it look at the night we have got here it could not be better actually i wanted to go a little further up the coast you know to get away from all the lights and the people i was afraid we might miss it though so how are you doing,1
what is that is that wait is that foam i cannot even tell oh actually i guess if i cannot tell then it probably is not it is it it will probably be unmistakable do not you think,1
this is great how are you doing oh no oh do you know what i did i forgot the flashlight how could i be so stupid i forgot the flashlight,1
the flashlight the silver one there is only one is not there stupid,1
oh no of course our flashlight me flashlight is to you flashlight naturally,1
how could we have forgotten it well i hope the moon stays out i wonder do they always run during a full moon i cannot remember was the moon full last year do you remember,1
are you cold do you want my jacket we should have brought the blanket our blanket oh this is great i did not even think to bring a six pack oh a six pack would be just the ticket right about now,1
i cannot believe i forgot i m like a little kid i am surprised i made it out of the house with my fly zipped oh laughter,1
oh i wonder if they can hear me or if they can feel the vibrations when we move around in the sand or something,1
do you want my jacket,1
honey it is a natural phenomenon i mean this kind of thing only happens once a year it is a great opportunity,1
i mean think about people in kansas they have got to get like you know plane tickets and hotel reservations just to see this we are just forty minutes away it is just too good of an opportunity to pass up,1
yeah but all that time on the beach is the highlight of their little lives you know,1
and all that about flopping around it is like laying eggs or what do you spawning or mating or something like that,1
i mean this is a big night for these guys you know life s last orgy,1
all right but they are fish that do something no other fish do like the swallows were turning into capistrano or lemmings jumping off the cliffs you know like that there s there is magic here and mystery and a little bit of the unexplainable you know i cannot see how you could not be interested,1
look there what is that is that oh no that is seaweed,1
oh this is great i would not miss this for the world i mean think about this i know you are not interested but just think about this for a second,1
somewhere out there is a giant mass of silver fish all swimming in this direction they do not know why they are doing it we do not know why they are doing it they didn t it was not a decision no one took a vote nobody sent them an invitation or a map or anything like that it was just some internal time release fire cracker that went off and all as one they turned around and formed this giant line as long as the california coastline and they just started swimming they are swimming right now at this very moment and and,1
and it is single mindedness with no mind it it is urgency it is pure urge i mean they did not make any decisions they do not ask any questions they do not give it a name,1
they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death god it is giving me goosebumps look at all the hairs that are standing up,1
well so what do you think,1
about what,3
it is ridiculous,3
god damn it augie seriously you always ask me that why do you ask me that i hate it it is so insulting,0
twice is every time we have tried that is ever,0
no we won t it is like waiting up for santa clause or something i feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly my hands clasped neatly in front of me waiting for fish to show up and the fish will not show up,0
i did want to see it i always want to see it i just i keep thinking this will be the time and it never is,2
do you remember the first time that we came to see the grunion it was about four years ago right after we got married we thought i was pregnant we had a bottle of champagne and no glasses you asked me to dance we took off our shoes and while we were dancing you said the most intimate things to me right in my ear so i could feel them as much as hear them,2
and i remember thinking to myself finally i am as happy as i am supposed to be,2
dancing barefoot in the sand drinking champagne out of the bottle,2
i would rather not remember some things i would rather not hope for something,2
no,2
no,2
no,2
no,2
i just want i just want things to turn out the way they are supposed to,2
but this is not at all what i wanted it to be,2
this is just this i mean it is a lot and everything but it is not you know something else am i making any sense,2
i know that augie i do i know that and and i know that this meant a lot to you and and it is special you know with the sand and the moon but,2
but i just could not help thinking about being somewhere else,2
i did not say that,2
for heavens sake augie whatever i am doing i would rather it be with you,2
yes do not you know that i mean you are probably the one you wishes you were with somebody else somebody who did not take everything so hard and who knew how to enjoy herself,2
yes i did notice that it does look really beautiful over the water big old white moon,1
no i am beginning to think you might be right i think this might be the spot after all augie i am sorry,1
or not,1
well so what do you think,1
what i was just saying,1
uh carla can i ask you a question no do not get upset but are you having your period,3
it was in the car right when we were passing knickerbocker liquor locker you said let us stop and get champagne and i said that times a wasting or something like that right you wanted it to be like it was before right,3
well welcome to the human race do you think this is what i had planned do you think that when i proposed that i had this great fantasy going that four years down the road we would end up arguing on the beach over some fish,0
do you think that i thought there would be times when you would look at me like i was used kleenex or i would look at you and think good god when is the next flight to alaska no no i am just like you i thought it would all be like peaches and roses and sand in our toes and wind in our hair and the fish would always come and the bills would magically pay themselves and we would have three fat rosy kids but ha ha baby the jokes on us,0
because you know what you get carla you know what you get this,0
now i know me either,2
i am trying the best i can,2
maybe if you are with somebody else too,2
no i know but i know i do not make you happy,2
actually now that you mention it no i don t,1
i do not know i think this is a pretty good spot i mean look at the view of the moon from here,1
oh well look what we have got here,1
well it is not champagne,1
or not,1
what nobody knows we are here except freda and she would not ring up,1
what do we do,1
now and always my sweet,1
it was bound to happen sooner or later,1
oh it sent shivers up my spine,1
do not laugh at me i am serious,3
who is they,3
if i laugh at everything then i must laugh at us too,3
well will we always bicker and fight,3
what if one of us dies does the other one laugh then,3
elliott worms do not pop,3
i know you did you threw it out the window into the canal below i do not think i will ever forgive you for that,1
oh it burnt my comb and all the towels in the bathroom,1
you knew there was nothing in that,3
i wonder,1
we are all right are not we darling whatever happens,3
i do not care then,1
oh what shall we do if they suddenly walk in on us,1
with the worst with the most perfect poise,1
uhh it is amazing how once you feel,1
things that ought to matter most dreadfully do not matter at all when one s happy do they,1
uhh you must not say that my darling,1
being that sacred and wonderful thing love,1
um what does it all mean that is what i ask myself in my endless quest for ultimate truth dear god what does it all mean,1
you must not be serious darling that is just what they want,1
all the futile mortals who try to make life unbearable laugh at them be flippant laugh at everything all their sacred shibboleths,1
uh the being flippant brings out the acid in their damned beauty and light,1
certainly you must we are figures of fun all right,1
no that fire will fade along with our passion,1
yes yes with all his might,1
no no that is quit laughable the cutting little mystery all done with mirrors,1
so is everyone else in the long run let us be superficial and pity the poor philosophers let us blow trumpets and squeakers and enjoy the party as long as we can like little quiet idiotic school children,1
garbage darling kiss me before your body rots and worms start popping in and out of your eye sockets,1
i do not care what you do see you could paint your body bright green and and run naked through the place vendome and run with every man in the world and i shall not say a word as long as i know that you love me best,1
do you remember that awful scene we had in venice,1
the one where you bought that little painted wooden stake and you put it on my bed,1
horrible thing i hated it,1
how long did that roue last,1
